title         = ASCII CSV version of Hydro consumption data from the 2008 British Petroleum Statistical Review (worksheet 36)
file URL      = http://mazamascience.com/OilExport/BP_2008_hydro_consumption_mtoe.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/downloads/spreadsheets/statistical_review_full_report_workbook_2008.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = million tonnes oil equivalent per year

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
"RO",0.2,0.2,0.3,0.4,0.5,0.6,1.0,1.7,1.7,1.9,2.0,1.8,2.1,2.4,2.6,2.9,2.9,2.7,2.3,2.6,2.7,2.4,2.5,3.1,2.9,2.5,3.2,2.6,2.9,3.0,3.8,3.6,4.0,4.3,4.1,3.3,3.4,3.6,3.0,3.7,4.6,4.2,3.6
"RU","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",36.1,37.2,36.8,36.4,36.1,37.8,38.0,39.1,39.6,39.8,40.1,34.9,35.6,35.9,36.4,37.4,39.8,37.1,35.6,40.8,39.6,39.6,40.5
"SK",0.5,0.5,0.4,0.4,0.3,0.4,0.3,0.4,0.3,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.4,0.6,0.5,0.6,0.5,0.6,0.6,0.4,0.5,0.9,1.0,1.2,1.0,1.0,1.0,1.1,1.1,1.2,1.2,0.8,1.0,1.1,1.0,1.0
"ES",4.5,6.3,5.2,5.6,7.1,6.4,7.5,8.1,6.6,7.2,6.0,5.1,9.2,9.4,10.8,7.0,5.2,6.2,6.5,7.6,7.5,6.2,6.4,8.2,4.5,5.9,6.4,4.7,5.8,6.5,5.5,9.4,8.4,8.8,7.0,8.3,9.9,6.0,9.9,7.8,5.2,6.7,7.4
"SE",10.5,10.3,11.2,11.0,9.5,9.4,11.8,12.2,13.6,13.0,13.1,12.4,12.1,13.1,13.9,13.4,13.6,12.6,14.5,15.5,16.2,13.9,16.5,15.9,16.3,16.5,14.4,16.9,17.1,13.4,15.3,11.7,15.6,16.7,16.2,17.8,17.9,15.0,12.1,12.7,16.5,14.0,15.0
"CH",5.5,6.3,6.8,6.8,6.5,6.8,6.8,5.7,6.3,6.5,7.5,6.1,8.1,7.4,7.0,7.8,8.2,8.4,8.1,7.0,7.5,7.7,8.1,8.3,7.0,7.0,7.6,7.7,8.3,9.0,8.1,6.7,8.0,7.8,9.3,8.7,9.7,8.3,8.3,8.0,7.5,7.4,8.3
"TR",0.5,0.5,0.5,0.7,0.8,0.7,0.6,0.8,0.6,0.8,1.3,1.9,1.9,2.1,2.3,2.6,2.9,3.2,2.6,3.0,2.7,2.7,4.2,6.6,4.1,5.2,5.1,6.0,7.7,6.9,8.0,9.2,8.8,9.6,7.8,7.0,5.4,7.6,8.0,10.4,9.0,10.0,8.0
"TM","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",0.1,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"UA","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",2.4,2.4,2.2,2.7,2.3,2.4,2.7,1.8,2.5,2.8,2.3,2.0,2.3,3.6,3.3,2.6,2.8,2.2,2.1,2.7,2.8,2.9,2.3
"GB",1.1,1.0,1.2,1.0,1.0,1.3,1.0,1.0,1.0,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.5,1.4,1.6,1.6,1.4,1.6,1.5,1.6,1.4,1.6,1.3,1.5,1.4,1.1,1.3,1.5,1.9,1.8,1.5,1.7,1.3,1.7,1.8,1.9,2.1
"UZ","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",1.2,1.0,1.5,1.6,1.2,1.5,1.4,1.4,1.7,1.6,1.4,1.5,1.3,1.3,1.3,1.3,1.2,1.6,1.7,1.6,1.4,1.4,1.4
"BP_OEE",21.4,24.1,23.5,27.4,30.3,32.4,33.0,32.9,32.5,35.8,34.1,36.7,40.2,43.4,47.3,48.6,48.7,45.5,46.3,52.4,13.3,13.7,14.3,16.1,14.8,14.7,14.8,14.6,14.6,15.3,15.1,16.8,15.2,15.6,16.8,15.9,15.4,15.1,16.0,17.1,17.3,16.6,17.3
"BP_TEE",89.8,97.3,96.5,103.0,104.2,110.0,111.8,114.5,114.7,122.8,122.4,120.0,140.5,142.6,151.2,148.9,152.4,148.1,152.5,159.8,162.2,158.2,168.8,179.1,161.2,166.2,167.7,173.9,179.5,180.8,182.7,174.0,178.3,185.2,188.7,194.5,195.3,183.1,175.8,186.9,187.7,184.6,188.6
"IR",0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.8,0.7,0.7,0.8,0.9,0.9,1.4,1.2,1.3,1.4,1.4,1.4,1.3,1.3,1.6,1.9,1.7,1.7,1.4,1.6,2.0,2.2,1.8,1.9,1.8,1.3,1.7,1.2,0.9,0.9,1.8,2.2,2.7,2.9,4.0,4.1
"KW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"QA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BP_OME",0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.4,0.5,0.6,0.7,0.8,1.0,1.0,1.0,0.9,0.8,0.8,0.7,0.6,0.9,0.9,0.6,0.5,0.5,0.7,0.7,0.8,0.9,1.1,1.1,1.1,0.7,1.0,1.0,1.1,1.1,1.1,1.1,1.0,1.0
"BP_TME",0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,0.9,1.1,1.2,1.5,1.6,2.3,2.2,2.2,2.4,2.4,2.3,2.1,2.0,2.2,2.7,2.6,2.3,1.9,2.1,2.7,2.9,2.6,2.8,2.9,2.4,2.8,1.9,1.8,1.9,2.9,3.2,3.8,4.0,5.0,5.1
"DZ",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1
"EG",0.4,0.4,0.4,0.7,0.9,1.1,1.1,1.2,1.2,1.4,1.5,1.8,2.0,2.2,2.2,2.2,2.3,2.4,2.2,2.2,2.0,2.1,2.0,2.0,2.2,2.2,2.3,2.3,2.4,2.5,2.6,2.7,2.7,3.1,3.4,3.2,3.3,3.2,2.9,2.9,2.9,2.9,2.9
"ZA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.3,0.4,0.4,0.4,0.3,0.2,0.5,0.6,0.6,0.6,0.6,0.8,0.8,1.0,0.9,0.7,0.9,0.5,0.3,0.6,0.4,0.8,1.1,0.9,0.8,0.9,0.8,0.9,0.8,0.8,0.8,0.9,1.2
"BP_OAF",2.6,2.7,3.1,3.5,4.1,4.5,4.8,5.5,5.7,6.4,6.6,6.9,7.2,7.4,7.9,8.2,8.5,8.6,7.9,7.8,8.7,9.3,9.0,9.3,10.0,10.4,11.0,10.9,10.3,10.5,11.1,11.2,11.6,12.2,13.7,13.4,14.1,15.2,15.5,16.8,17.3,17.9,18.0
"BP_TAF",3.1,3.2,3.6,4.3,5.1,5.6,6.0,7.0,7.1,8.1,8.4,9.2,9.8,10.1,10.4,10.7,11.4,11.6,10.8,10.7,11.5,12.2,11.9,12.4,13.1,13.3,14.2,13.8,13.2,13.6,14.2,14.7,15.5,16.2,17.9,17.6,18.2,19.3,19.3,20.5,21.1,21.7,22.2
"AU",1.7,1.7,1.7,1.8,2.0,2.4,2.7,2.7,2.9,3.2,3.5,3.3,3.2,3.5,3.4,3.2,3.3,3.1,2.9,3.2,3.4,3.4,3.3,3.4,3.4,3.5,3.6,3.7,3.8,3.7,3.7,3.8,3.8,3.7,3.6,3.6,3.6,3.6,3.7,3.6,3.5,3.8,3.8
"BD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3
"CN",5.0,5.1,4.4,5.2,5.3,5.4,6.6,7.5,8.3,9.4,9.9,10.0,10.4,9.8,11.0,13.2,14.8,16.8,19.6,19.6,20.9,21.4,22.6,24.7,26.8,28.7,28.2,29.6,34.4,37.9,43.1,42.5,44.4,47.1,46.1,50.3,62.8,65.2,64.2,80.0,89.8,98.6,109.3
"HK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IN",4.3,4.5,5.1,5.8,6.5,6.9,7.6,7.3,7.8,7.5,9.0,9.4,10.2,12.7,12.3,12.5,13.4,11.3,10.9,12.1,11.7,11.9,11.1,12.4,14.3,15.0,16.7,15.9,16.0,18.1,17.2,15.6,15.9,18.9,18.6,17.4,16.3,15.5,15.7,19.0,22.0,25.4,27.7
"ID",0.4,0.5,0.6,0.7,0.8,0.9,0.3,0.3,0.4,0.4,0.4,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.6,1.0,1.0,1.1,1.4,1.3,1.3,1.9,1.8,1.6,1.7,1.8,1.2,2.2,2.1,2.3,2.6,2.2,2.1,2.2,2.4,2.4,2.0
"JP",15.9,18.2,15.9,15.9,17.7,17.7,18.6,19.6,16.9,18.4,18.8,20.0,17.1,16.5,18.9,20.4,20.3,18.4,20.5,16.3,19.8,18.3,18.6,19.9,22.0,21.2,23.4,20.0,23.8,17.4,19.9,19.7,21.2,23.6,21.0,20.7,20.8,21.1,23.3,23.1,19.5,21.8,18.9
"MY",0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.9,0.9,0.9,1.1,1.3,1.2,0.9,1.0,1.0,1.1,1.5,1.4,1.2,0.9,1.1,1.7,1.7,1.5,1.2,1.3,1.3,1.3,1.4,1.4
"NZ",2.3,2.4,2.5,2.7,2.6,2.9,3.3,3.5,3.4,3.4,3.8,3.5,3.3,3.5,4.2,4.4,4.5,4.1,4.5,4.6,4.5,5.0,5.0,5.2,5.1,5.2,5.2,4.8,5.3,5.8,6.2,5.9,5.2,5.7,5.3,5.6,5.1,5.7,5.4,6.2,5.3,5.3,5.3
"PK",0.5,0.5,0.6,0.7,0.7,0.7,0.9,0.9,1.0,1.0,1.1,1.2,1.4,1.8,1.9,2.0,2.1,2.4,2.7,2.8,2.9,2.8,3.7,3.9,3.9,3.9,4.1,4.5,5.0,4.9,5.1,5.6,4.2,5.5,4.9,4.0,4.1,4.6,5.8,5.5,6.9,6.8,7.5
"PH",0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.4,0.5,0.5,0.6,0.4,0.6,0.6,0.8,0.8,0.9,0.7,1.2,1.3,1.4,1.2,1.4,1.5,1.4,1.2,1.0,1.1,1.3,1.4,1.6,1.4,1.1,1.8,1.8,1.6,1.6,1.8,1.9,1.9,2.2,1.9
"SG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KR",0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.5,0.5,0.6,0.5,0.6,0.5,0.8,0.9,1.2,0.8,1.0,1.4,1.1,1.1,1.4,0.9,1.2,1.2,1.2,1.4,1.4,1.3,0.9,1.2,1.6,1.3,1.1,1.2,1.1
"TW",0.8,0.9,0.8,1.2,0.9,0.8,0.7,0.8,0.8,1.1,1.2,1.0,0.9,1.1,1.0,0.7,1.1,1.1,1.1,1.0,1.6,1.7,1.6,1.4,1.4,1.7,1.2,1.8,1.4,1.9,1.9,1.9,2.0,2.3,1.9,1.9,2.0,1.4,1.5,1.4,1.7,1.7,1.8
"TH",0.2,0.3,0.4,0.4,0.3,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.6,0.4,0.7,0.3,0.6,0.8,0.8,0.9,0.8,1.3,0.9,0.9,1.3,1.1,1.0,1.0,0.8,1.0,1.5,1.7,1.6,1.2,0.8,1.4,1.4,1.7,1.7,1.4,1.3,1.8,1.8
"BP_OAP",2.8,2.9,2.9,2.9,2.9,3.0,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.4,3.4,3.5,3.6,3.8,3.9,4.2,4.4,4.7,4.6,5.1,5.7,6.4,6.5,6.4,6.6,7.1,7.7,7.5,7.0,6.9,7.7,8.1,9.0,8.9,9.6,9.3,9.0,10.3,11.1
"BP_TAP",34.6,37.5,35.5,37.9,40.4,42.0,45.1,47.1,46.1,49.5,52.7,53.9,52.0,54.3,58.6,62.2,66.0,63.9,69.2,68.2,73.9,74.7,76.1,81.6,89.3,92.0,94.7,92.7,102.6,103.3,112.2,110.1,110.1,120.8,117.1,120.2,132.0,134.1,137.7,156.5,166.2,183.1,194.0
