title         = ASCII CSV version of Natural Gas consumption data from the 2010 British Petroleum Statistical Review (worksheet 24)
file URL      = http://mazamascience.com/OilExport/BP_2010_gas_consumption_mtoe.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/2010_downloads/Statistical_Review_of_World_Energy_2010.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = million tonnes oil equivalent per year

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
"MY",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.5,0.6,0.8,0.9,1.0,1.0,1.2,1.4,2.4,4.0,5.8,7.3,6.8,7.4,8.5,8.9,10.4,10.5,11.6,12.0,11.9,15.7,14.6,15.7,14.5,21.7,22.7,23.5,24.5,21.3,26.9,29.7,29.7,30.2,28.3
"NZ",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.3,0.8,1.4,1.3,0.9,0.8,1.0,1.7,1.9,2.4,3.0,3.6,3.5,3.8,3.9,3.9,4.2,4.5,4.4,4.1,3.9,4.4,4.7,4.2,4.8,5.1,5.3,5.1,3.9,3.5,3.2,3.3,3.6,3.4,3.6
"PK",1.6,1.8,2.1,2.4,2.9,3.1,3.1,2.9,3.3,3.7,4.1,4.2,4.6,4.7,5.3,6.5,7.0,7.7,7.6,7.8,7.9,8.5,9.1,9.7,10.3,11.0,11.9,11.7,13.4,13.7,14.0,15.3,15.2,16.0,18.3,19.4,20.4,22.1,27.4,31.0,31.9,32.5,33.1,33.8,34.1
"PH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,2.4,2.2,3.0,2.4,2.8,3.0,3.0
"SG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.6,4.1,4.5,4.8,5.9,5.9,7.7,7.7,8.3,8.7
"KR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.9,2.4,2.4,2.7,3.2,4.1,5.2,6.9,8.3,11.0,13.3,12.5,15.2,17.0,18.7,20.8,21.8,25.5,27.3,28.8,31.2,32.1,30.4
"TW",0.2,0.2,0.3,0.4,0.5,0.5,1.0,1.2,1.4,1.4,1.4,1.6,1.7,1.7,1.6,1.7,1.4,1.2,1.3,1.3,1.1,1.0,1.0,1.2,1.2,1.9,2.8,2.8,2.9,3.5,3.9,4.0,4.7,5.6,5.7,6.1,6.6,7.4,7.6,9.2,9.3,10.0,10.6,10.5,10.2
"TH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,1.4,2.1,2.8,3.3,4.5,5.6,5.4,5.9,7.3,7.8,8.7,9.7,10.2,11.8,14.5,15.8,17.3,19.8,22.3,24.2,26.0,26.9,29.3,30.0,31.8,33.6,35.3
"BP_OAP",0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.4,1.0,1.6,1.4,1.4,1.5,1.1,1.4,1.8,2.0,2.0,2.3,2.4,2.6,2.8,2.8,2.5,2.4,2.3,2.2,2.4,2.8,3.0,3.2,3.3,3.5,4.1,4.4,4.9,5.2,5.4,5.9,7.8,10.9,11.0,11.7,12.3,11.9
"BP_TAP",5.2,5.8,6.6,7.2,9.5,13.2,15.6,18.0,22.2,27.5,32.1,36.9,45.6,52.6,59.9,64.8,66.5,69.0,76.2,89.6,99.3,107.8,114.1,122.2,130.3,139.2,151.0,159.5,168.5,183.2,191.4,210.2,221.9,228.9,243.3,263.3,280.9,293.8,317.5,330.8,357.7,382.8,410.2,433.2,446.9
"BP_WORLD",593.7,646.2,692.4,753.1,827.0,898.6,959.2,1006.7,1052.4,1077.7,1072.1,1134.5,1167.9,1213.7,1288.8,1296.8,1309.4,1312.3,1328.8,1439.8,1488.1,1503.4,1579.3,1654.7,1729.0,1769.3,1806.9,1817.3,1853.0,1863.2,1924.1,2021.1,2016.0,2049.0,2095.5,2175.5,2216.9,2272.2,2348.4,2420.0,2498.3,2553.9,2652.1,2717.3,2653.1
"BP_EU1",35.4,40.2,47.6,60.3,78.5,97.9,119.8,142.5,162.6,184.1,194.9,213.3,222.7,231.5,243.6,244.8,243.1,237.3,242.6,254.6,267.2,271.8,285.3,281.1,290.2,294.1,301.6,296.4,309.5,310.0,334.3,368.1,361.2,373.1,385.9,395.8,405.9,405.3,424.1,437.0,444.2,438.0,433.1,440.9,413.9
"BP_OECD",448.5,485.5,515.5,562.3,620.1,672.7,713.8,748.1,768.2,772.6,739.1,767.1,770.5,788.7,826.5,821.0,806.6,770.6,748.7,804.2,800.1,776.0,819.8,845.1,891.3,903.4,933.3,956.7,991.8,1015.5,1069.1,1129.7,1138.6,1143.5,1170.2,1217.0,1203.8,1231.1,1251.0,1269.2,1276.2,1277.9,1327.5,1346.9,1302.0
"BP_FSU",104.6,116.7,128.5,138.7,148.3,162.9,178.1,187.3,203.7,216.0,235.7,259.4,277.9,296.3,314.6,324.2,343.3,370.6,397.4,433.6,475.2,490.0,514.0,542.0,553.5,578.9,581.3,548.6,531.8,495.1,477.7,483.7,453.3,462.1,468.3,471.3,486.7,489.3,505.1,516.4,527.7,537.2,550.8,544.2,503.2
"BP_EMES",40.6,44.0,48.4,52.0,58.6,63.0,67.3,71.3,80.5,89.1,97.3,108.0,119.5,128.7,147.7,151.6,159.4,171.1,182.7,202.0,212.9,237.4,245.5,267.6,284.2,286.9,292.3,312.0,329.5,352.7,377.3,407.8,424.1,443.4,457.0,487.1,526.4,551.8,592.3,634.4,694.4,738.9,773.8,826.3,847.9
