title         = ASCII CSV version of Natural Gas consumption data from the 2008 British Petroleum Statistical Review (worksheet 23)
file URL      = http://mazamascience.com/OilExport/BP_2008_GasConsumption.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/downloads/spreadsheets/statistical_review_full_report_workbook_2008.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = billion cubic feet per day

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
"BP_BELU",0.0,0.0,0.1,0.1,0.3,0.4,0.6,0.7,0.9,1.1,1.0,1.1,1.1,1.1,1.1,1.1,1.0,0.8,0.9,0.9,0.9,0.8,0.9,0.9,1.0,1.0,1.0,1.0,1.1,1.0,1.1,1.3,1.2,1.3,1.4,1.4,1.4,1.4,1.6,1.6,1.6,1.6,1.6
"BG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.4,0.4,0.4,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"CZ",0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.9,0.9,1.0,0.9
"DK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4
"FI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
"FR",0.5,0.6,0.6,0.8,0.9,1.0,1.2,1.4,1.7,1.8,1.8,2.0,2.2,2.2,2.5,2.5,2.6,2.6,2.4,2.5,2.5,2.6,2.7,2.5,2.6,2.8,3.0,3.0,3.1,3.0,3.2,3.5,3.3,3.6,3.6,3.8,4.0,4.0,4.2,4.3,4.4,4.3,4.1
"DE",0.3,0.3,0.4,0.7,1.0,1.5,1.9,2.5,3.2,4.0,4.2,4.5,4.8,5.1,5.6,5.5,5.3,4.9,5.1,5.3,5.3,5.3,5.7,5.6,5.8,5.8,6.1,6.1,6.4,6.6,7.2,8.1,7.7,7.7,7.8,7.7,8.0,8.0,8.3,8.3,8.3,8.4,8.0
"GR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4
"HU",0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1.0,1.0,0.9,1.0,0.9,0.9,0.8,0.9,0.9,1.0,1.1,1.0,1.1,1.1,1.0,1.2,1.1,1.2,1.2,1.3,1.2,1.1
"IS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5
"IT",0.8,0.9,0.9,1.0,1.2,1.3,1.3,1.3,1.5,1.7,1.9,2.4,2.3,2.4,2.5,2.5,2.5,2.4,2.4,2.8,2.9,3.1,3.5,3.7,4.0,4.2,4.5,4.4,4.5,4.4,4.8,5.0,5.1,5.5,6.0,6.3,6.3,6.2,6.9,7.1,7.7,7.5,7.5
"KZ","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",0.8,1.0,1.1,1.1,1.1,1.2,1.3,1.3,1.3,1.0,1.0,0.9,0.7,0.7,0.8,0.9,1.0,1.1,1.3,1.5,1.9,2.0,1.9
"LT","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
"NL",0.2,0.3,0.6,1.0,1.4,2.1,2.6,3.1,3.5,3.5,3.6,3.5,3.6,3.5,3.6,3.2,3.2,3.3,3.2,3.3,3.5,3.5,3.6,3.3,3.4,3.3,3.7,3.5,3.7,3.6,3.7,4.0,3.8,3.7,3.7,3.8,3.8,3.8,3.9,4.0,3.8,3.7,3.6
"NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
"PL",0.2,0.2,0.2,0.3,0.4,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.3,1.3,1.3,1.3
"PT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4
"RO",1.5,1.6,1.8,1.9,2.2,2.2,2.4,2.4,2.6,2.7,2.9,3.2,3.4,3.5,3.4,3.5,3.7,3.7,3.7,3.7,3.4,3.5,3.4,3.4,3.4,3.0,2.4,2.4,2.4,2.3,2.3,2.3,1.9,1.8,1.7,1.7,1.6,1.7,1.8,1.7,1.7,1.8,1.6
"RU","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",34.9,35.4,37.4,39.4,40.0,40.7,41.7,40.3,40.3,37.8,36.6,36.7,33.9,35.3,35.2,36.4,36.1,37.6,38.0,38.8,39.2,41.8,42.5
"SK",0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6
"ES",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.8,0.9,1.2,1.3,1.5,1.6,1.8,2.0,2.3,2.6,3.1,3.3,3.4
"SE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"CH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"TR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.4,0.4,0.5,0.5,0.7,0.8,0.9,1.0,1.2,1.4,1.6,1.7,2.0,2.1,2.6,3.0,3.4
"TM","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",0.8,1.4,1.3,1.4,1.4,0.9,0.9,0.9,0.9,1.0,0.8,1.0,1.0,1.0,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.8,2.1
"UA","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",8.7,9.2,9.4,9.9,10.0,12.4,11.8,10.0,9.0,7.9,7.4,8.0,7.2,6.7,7.1,7.1,6.9,6.8,6.6,7.1,7.1,6.5,6.3
"GB",0.1,0.1,0.1,0.3,0.6,1.1,1.8,2.5,2.7,3.2,3.4,3.6,3.8,4.0,4.3,4.3,4.4,4.4,4.6,4.6,5.0,5.1,5.2,5.0,4.9,5.1,5.5,5.4,6.2,6.4,6.8,7.9,8.2,8.5,9.1,9.3,9.3,9.2,9.2,9.4,9.2,8.7,8.8
"UZ","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",3.2,3.1,3.2,3.2,3.3,3.6,3.6,3.6,3.9,4.0,4.1,4.2,4.4,4.5,4.8,4.5,4.9,5.1,4.6,4.3,4.3,4.2,4.4
"BP_OEE",11.6,13.0,14.3,15.4,16.5,18.2,19.9,20.8,22.7,24.1,26.3,28.9,31.0,33.1,35.1,36.2,38.4,41.5,44.5,48.4,2.1,2.1,2.3,2.6,2.8,2.7,2.3,2.1,1.6,1.3,1.3,1.3,1.4,1.4,1.2,1.3,1.4,1.3,1.4,1.5,1.6,1.6,1.6
"BP_TEE",15.5,17.4,19.5,22.0,25.2,29.1,33.3,36.5,40.6,44.1,47.5,51.8,55.1,58.0,61.5,62.6,64.8,67.5,70.8,75.9,81.4,83.6,87.8,90.3,93.0,96.2,97.2,93.2,93.2,89.2,89.9,94.2,90.6,92.9,95.1,97.8,99.2,101.2,103.6,106.5,109.2,111.4,111.8
"IR",0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,1.0,1.3,1.2,1.2,1.1,1.0,1.3,0.7,0.6,0.7,1.1,1.3,1.4,1.5,1.5,1.9,2.1,2.2,2.2,2.4,2.6,3.1,3.4,3.8,4.6,5.0,5.6,6.1,6.8,7.7,8.0,9.0,9.9,10.5,10.8
"KW",0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.5,0.7,0.8,0.4,0.0,0.3,0.5,0.6,0.9,0.9,0.9,0.9,0.8,0.9,0.8,0.8,0.9,1.1,1.2,1.2,1.2
"QA",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.4,0.5,0.4,0.5,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.3,0.9,1.1,1.1,1.2,1.5,1.8,1.9,2.0
"SA",0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.9,1.1,1.2,1.1,1.8,1.8,2.4,2.6,2.8,2.9,3.2,3.4,3.7,3.9,4.1,4.2,4.3,4.4,4.5,4.5,4.8,5.2,5.5,5.8,6.3,6.9,7.1,7.3
"AE",0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.6,0.6,0.8,1.0,1.2,1.4,1.4,1.7,1.6,2.0,1.8,1.9,2.1,2.4,2.6,2.8,2.9,3.0,3.0,3.1,3.5,3.7,3.9,4.0,4.0,4.2
"BP_OME",0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.1,1.2,1.2,1.1,1.3,1.3,1.4,1.6,1.7,1.9,2.0,2.1,2.1,2.2,2.3,2.3,2.6,3.0,3.4,3.4
"BP_TME",1.0,1.1,1.2,1.3,1.4,1.6,1.7,1.7,2.0,2.3,2.5,2.6,2.7,2.9,3.9,3.4,3.5,3.8,4.1,5.4,5.9,7.0,7.4,8.4,9.2,9.2,9.5,10.7,11.5,12.6,13.7,14.5,16.0,16.8,17.4,17.9,19.2,20.8,21.9,24.4,26.8,28.2,29.0
"DZ",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.6,0.8,1.1,1.4,1.6,1.8,1.6,1.5,1.7,1.7,1.9,1.8,2.0,1.9,2.0,1.8,1.9,2.0,2.1,2.0,2.0,2.1,1.9,2.0,2.0,2.1,2.1,2.2,2.3,2.4
"EG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.1,1.1,1.2,1.4,1.8,2.1,2.2,2.4,2.5,2.5,2.8,3.1
"ZA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BP_OAF",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.5,0.5,0.5,0.6,0.7,0.8,0.9,0.9,0.9,1.1,1.1,1.0,1.1,1.1,1.1,1.2,1.4,1.4,1.4,1.5,1.7,1.7,1.7,2.0,2.2,2.3,2.4,2.6
"BP_TAF",0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.4,0.5,0.5,0.6,0.9,1.3,1.8,2.1,2.4,2.7,2.6,2.7,3.0,3.1,3.4,3.6,3.7,3.7,3.9,3.9,4.0,4.3,4.6,4.5,4.6,5.0,5.4,5.8,5.9,6.4,6.8,7.1,7.5,8.1
"AU",0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.9,1.1,1.2,1.1,1.2,1.2,1.3,1.4,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.2,2.2,2.2,2.1,2.3,2.4
