title         = ASCII CSV version of Oil consumption data from the 2010 British Petroleum Statistical Review (worksheet 6)
file URL      = http://mazamascience.com/OilExport/BP_2010_oil_consumption_bbl.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/2010_downloads/Statistical_Review_of_World_Energy_2010.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = thousand barrels per day

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
"PK",76.0,78.0,87.1,99.0,93.2,92.2,87.4,71.5,73.5,79.2,82.5,82.6,87.4,93.2,99.8,104.1,110.6,122.3,134.4,144.9,155.6,167.3,181.9,195.3,208.8,218.0,229.7,249.3,271.6,290.9,314.9,329.3,338.6,349.7,362.7,372.6,366.2,357.2,320.5,325.5,312.3,355.6,387.5,388.5,413.6
"PH",85.2,92.9,104.7,119.2,128.1,145.5,169.0,165.4,194.1,181.3,195.4,199.9,218.5,225.3,232.1,216.1,203.8,196.3,205.1,168.5,151.1,158.8,183.9,198.3,223.6,234.2,226.9,278.2,289.6,305.7,343.6,359.6,388.7,392.1,374.7,348.3,347.0,331.0,330.7,337.7,315.1,284.5,299.5,265.2,265.1
"SG",73.0,85.2,106.0,131.6,129.6,141.9,125.4,155.3,146.3,144.1,140.8,164.7,164.8,170.2,183.3,181.4,208.3,203.9,215.1,227.9,231.7,271.5,284.0,327.1,373.2,449.0,457.2,474.1,515.8,589.6,616.6,585.7,629.7,650.7,619.1,654.0,715.6,699.1,668.4,747.9,793.8,853.0,915.7,967.8,1001.9
"KR",25.0,37.5,64.9,95.7,130.2,162.6,183.7,191.2,235.9,244.0,277.6,310.3,371.4,426.0,480.3,475.5,473.2,470.9,496.5,500.2,537.2,587.8,620.5,738.5,854.4,1038.4,1254.1,1518.1,1675.2,1840.1,2008.8,2144.2,2373.1,2030.2,2177.8,2228.8,2235.0,2282.0,2300.2,2282.8,2307.5,2317.1,2389.0,2287.4,2327.0
"TW",44.0,52.0,61.6,73.2,87.8,105.3,148.8,159.9,203.5,184.8,213.6,271.4,304.3,352.6,357.6,388.0,358.7,349.2,350.0,348.6,348.2,390.1,410.9,475.6,532.9,566.0,567.8,597.9,636.5,683.9,734.6,731.0,772.7,786.5,963.7,1003.3,990.8,999.2,1069.1,1083.9,1089.9,1096.9,1123.1,1037.1,1014.2
"TH",47.7,56.3,62.3,81.6,88.4,103.5,115.1,143.5,152.3,154.6,168.9,177.0,199.2,222.7,226.5,233.9,224.9,206.9,232.5,242.6,232.8,238.1,271.1,305.8,359.5,410.6,449.6,489.2,557.8,623.4,724.5,778.9,808.0,762.0,788.3,784.4,768.0,826.9,881.3,966.8,1005.5,996.1,985.1,961.7,975.4
"BP_OAP",95.3,106.1,118.0,125.5,135.6,140.4,136.3,149.7,151.1,156.1,153.4,158.4,164.4,183.7,199.9,230.5,233.4,229.9,233.2,214.1,212.7,216.7,214.8,216.8,217.6,231.1,224.0,229.5,243.8,254.9,271.8,300.4,311.9,329.3,334.5,356.6,374.5,381.4,395.5,418.6,432.2,433.0,461.8,480.6,516.2
"BP_TAP",3165.9,3593.1,4156.3,4753.1,5546.1,6413.2,7154.2,7703.9,8812.7,8797.4,8789.4,9393.7,9908.5,10605.6,10902.7,10341.3,10130.2,9847.5,9975.8,10472.3,10500.3,10980.7,11277.2,12185.8,13018.1,13862.2,14474.2,15387.3,16124.3,17133.5,18211.8,18916.3,20019.8,19566.6,20517.9,21125.7,21281.9,21891.5,22671.4,23956.6,24331.1,24721.3,25462.1,25661.7,25997.8
"BP_WORLD",31095.3,33450.8,35821.5,38756.9,42161.7,45707.0,48242.7,51818.5,55982.2,55220.7,54730.9,58220.6,60383.7,62983.1,64135.4,61569.1,59664.9,57985.0,57684.0,59079.9,59347.1,61169.5,62403.9,64197.4,65536.2,66692.8,66741.9,67433.5,67262.3,68608.1,69815.2,71390.7,73546.5,73902.7,75647.8,76427.6,77032.0,77945.0,79423.5,82261.3,83513.0,84366.8,85619.1,85239.2,84076.9
"BP_EU1",7985.9,8771.3,9519.2,10417.5,11681.1,12935.3,13543.3,14478.1,15512.5,14581.5,14051.0,14971.9,14836.8,15500.1,15879.5,14805.8,13857.9,13172.2,12820.4,12909.7,13113.7,13497.3,13537.2,13654.3,13763.9,13925.4,14034.3,14037.2,13930.5,13942.2,14157.2,14440.3,14580.5,14849.5,14813.8,14692.4,14861.4,14797.3,14868.2,15031.9,15204.3,15260.2,14926.0,14774.7,14143.4
"BP_OECD",23143.6,24859.2,26654.4,28948.8,31602.1,34178.9,35827.0,38350.8,41247.6,39543.1,38497.6,40989.7,42106.8,43474.4,43770.5,40853.3,38702.0,36813.1,36333.0,37439.9,37190.2,38333.8,38974.1,40280.0,40887.5,41308.1,41502.9,42450.8,42865.0,44046.0,44434.1,45605.4,46467.1,46571.1,47468.7,47652.7,47692.4,47675.9,48277.0,49072.5,49488.6,49322.6,49007.8,47353.4,45327.2
"BP_FSU",3391.8,3632.2,3957.1,4204.5,4480.5,4939.5,5244.7,5674.6,6118.6,6735.6,7064.5,7217.4,7538.3,7968.8,8117.0,8494.2,8600.2,8545.4,8428.4,8414.1,8534.9,8568.3,8609.6,8471.9,8471.7,8514.9,8159.3,7157.5,5705.1,4857.6,4426.1,3923.1,3900.8,3754.5,3714.4,3630.8,3646.0,3687.8,3769.3,3814.8,3798.0,3948.5,3972.5,4114.6,3964.7
"BP_EMES",4559.9,4959.4,5210.0,5603.6,6079.1,6588.5,7171.0,7793.2,8616.0,8942.0,9168.8,10013.5,10738.5,11540.0,12247.8,12221.5,12362.7,12626.4,12922.7,13225.9,13622.0,14267.3,14820.1,15445.5,16176.9,16869.8,17079.8,17825.2,18692.3,19704.5,20955.0,21862.2,23178.5,23577.2,24464.7,25144.1,25693.6,26581.2,27377.3,29374.0,30226.4,31095.7,32638.8,33771.1,34784.9
