title         = ASCII CSV version of Natural Gas consumption data from the 2008 British Petroleum Statistical Review (worksheet 22)
file URL      = http://mazamascience.com/OilExport/BP_2008_gas_consumption_m3.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/downloads/spreadsheets/statistical_review_full_report_workbook_2008.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = billion cubic meters per year

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
"SG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.7,4.5,4.9,5.3,6.6,6.6,6.6,6.6
"KR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.3,3.0,2.9,3.4,3.9,5.1,6.4,8.5,10.2,13.5,16.4,15.4,18.7,21.0,23.1,25.7,26.9,31.5,33.7,35.6,37.0
"TW",0.2,0.3,0.3,0.5,0.6,0.6,1.1,1.3,1.5,1.6,1.6,1.8,1.9,1.9,1.8,1.9,1.6,1.4,1.4,1.4,1.3,1.2,1.2,1.3,1.3,2.1,3.1,3.1,3.2,3.9,4.4,4.5,5.2,6.2,6.3,6.8,7.3,8.2,8.4,10.2,10.3,11.1,11.8
"TH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,1.6,2.4,3.1,3.6,5.1,6.3,6.0,6.5,8.1,8.6,9.7,10.7,11.4,13.1,16.2,17.6,19.2,22.0,24.8,26.9,28.8,29.9,32.5,33.3,35.4
"BP_OAP",0.2,0.3,0.5,0.5,0.5,0.6,0.7,0.6,1.2,1.9,1.6,1.5,1.8,1.2,1.7,1.9,2.1,2.2,2.5,2.7,3.0,3.1,3.1,2.9,2.6,2.7,2.5,2.7,3.1,3.4,3.5,3.8,4.3,4.7,5.0,5.1,5.2,5.3,5.6,8.9,13.1,13.4,15.0
"BP_TAP",5.8,6.5,7.4,8.1,10.6,14.7,17.5,20.2,24.8,30.6,36.1,41.5,51.3,59.0,67.2,72.7,74.8,77.7,85.7,100.9,111.8,121.4,128.6,138.0,147.1,157.2,170.1,180.2,190.2,207.1,216.6,238.0,251.8,258.1,274.1,296.1,316.1,327.8,348.8,367.9,395.0,420.9,447.8
"BP_WORLD",655.1,713.1,765.4,833.7,917.1,997.2,1065.4,1119.3,1174.7,1199.1,1197.1,1265.8,1303.5,1353.3,1438.0,1450.9,1466.3,1471.7,1486.2,1609.1,1661.9,1682.4,1766.8,1852.0,1933.9,1980.7,2020.0,2031.4,2068.0,2075.5,2145.1,2249.2,2245.1,2278.6,2335.7,2437.3,2455.0,2533.5,2590.9,2689.2,2765.2,2834.4,2921.9
"BP_EU1",39.7,45.3,54.2,69.0,90.2,113.2,138.4,161.8,184.5,206.3,218.2,237.0,247.7,256.4,270.7,272.0,271.5,266.9,269.7,282.8,296.5,302.0,316.8,312.3,322.4,326.7,334.7,328.5,343.1,344.0,370.5,408.2,400.7,413.5,428.0,440.4,450.0,451.1,471.6,485.1,495.5,489.7,481.9
"BP_OECD",490.2,530.6,564.3,616.8,682.0,740.6,786.5,825.5,851.8,852.7,819.0,848.9,852.2,871.0,915.3,911.1,896.4,857.0,827.4,886.4,880.3,857.3,904.7,933.1,983.8,997.6,1028.8,1055.0,1092.8,1118.2,1180.0,1242.6,1255.5,1258.0,1293.6,1346.6,1327.6,1358.5,1378.2,1399.0,1407.6,1407.7,1454.3
"BP_FSU",119.8,133.7,147.2,158.9,169.8,186.6,204.0,214.5,233.3,247.4,269.9,297.0,318.3,339.4,360.3,371.3,393.2,424.5,455.2,496.6,544.1,561.1,588.5,620.6,633.8,662.9,665.6,628.2,609.0,567.0,547.0,553.9,519.1,529.4,536.2,551.9,552.9,570.3,571.2,589.5,598.6,624.1,631.9
"BP_EMES",45.1,48.9,53.9,57.9,65.3,70.0,74.9,79.3,89.6,98.9,108.2,119.9,133.0,142.9,162.5,168.4,176.6,190.2,203.6,226.1,237.6,264.0,273.6,298.3,316.3,320.2,325.5,348.2,366.2,390.4,418.1,452.7,470.6,491.2,506.0,538.9,574.5,604.7,641.5,700.7,758.9,802.5,835.7
