title         = ASCII CSV version of Nuclear consumption data from the 2009 British Petroleum Statistical Review (worksheet 33)
file URL      = http://mazamascience.com/OilExport/BP_2009_nuclear_consumption_twh.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/2009_downloads/statistical_review_of_world_energy_full_report_2009.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = Terawatt-hours per year

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
"AU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,14.8,12.8,14.3,14.4,14.1,15.0,16.7,17.5,25.1,43.3,50.5,53.1,54.8,62.1,68.4
"HK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IN",0.0,0.0,0.0,0.0,0.7,1.3,1.0,0.9,2.0,1.8,2.1,2.7,1.9,2.3,2.3,2.4,2.5,2.2,3.1,4.0,4.5,5.0,5.3,6.1,4.0,6.4,5.4,6.4,6.2,4.9,7.6,8.4,10.1,11.4,12.7,15.8,18.9,19.4,18.1,16.8,17.8,17.6,17.8,15.5
"ID",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"JP",0.0,0.4,0.8,0.7,0.9,3.3,7.1,8.8,9.5,18.6,21.7,36.8,28.2,52.0,62.0,82.6,85.6,105.5,108.8,126.7,152.0,166.5,189.4,175.0,186.7,195.7,209.4,218.0,248.6,259.5,287.9,297.6,321.8,327.2,317.7,319.7,321.1,314.9,230.4,285.9,293.0,304.3,279.0,251.7
"MY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.5,0.6,0.5,0.3,0.2,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.5,0.3,0.2,0.1,0.4,0.4,0.6,0.4,0.6,0.5,0.3,0.5,0.4,0.1,0.9,2.1,1.9,1.9,2.4,2.6,2.7,2.5,1.9
"PH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.3,3.2,3.5,2.9,3.8,9.0,11.8,16.7,28.3,39.3,40.1,47.4,52.9,56.3,56.5,58.2,58.7,67.0,73.9,77.1,89.7,103.1,109.0,112.2,119.1,129.7,130.7,146.9,148.7,142.9,151.0
"TW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.7,6.3,8.2,10.7,13.1,18.9,24.6,28.7,26.9,33.1,30.7,28.3,32.9,35.3,33.8,34.4,34.9,35.3,37.8,36.3,36.8,38.4,38.5,35.5,39.6,38.9,39.5,40.0,39.9,40.5,40.8
"TH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BP_OAP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BP_TAP",0.0,0.4,0.8,0.7,1.7,4.6,8.1,9.9,11.8,20.9,24.5,39.9,30.5,59.5,73.8,96.8,101.8,124.8,140.0,167.5,202.3,227.3,267.5,252.0,266.5,288.3,306.8,315.4,349.4,373.3,411.2,432.4,460.1,479.6,487.0,500.7,507.2,520.0,462.4,525.8,553.4,568.1,545.0,529.4
"BP_WORLD",25.7,34.4,42.2,51.6,62.9,77.3,110.0,150.8,202.6,263.3,364.3,433.4,535.5,619.4,639.7,711.4,836.1,916.8,1029.6,1244.7,1482.0,1596.6,1736.3,1893.2,1947.3,2002.8,2097.4,2114.5,2187.6,2228.3,2324.9,2408.5,2392.0,2431.6,2524.5,2582.9,2655.5,2699.7,2645.7,2763.7,2770.7,2805.9,2751.2,2738.6
"BP_EU1",19.9,26.1,31.1,34.6,42.4,42.9,49.6,63.9,68.0,79.9,108.2,128.0,153.4,172.7,192.5,224.6,306.6,337.1,398.3,504.1,616.0,669.8,691.5,747.6,793.1,790.2,819.2,827.3,862.8,858.8,881.9,926.8,937.7,930.1,943.8,945.5,979.2,992.0,1000.3,1012.9,999.4,992.1,937.3,940.0
"BP_OECD",23.8,32.3,40.0,48.5,58.5,71.6,103.6,139.9,186.0,237.6,328.1,384.7,474.7,553.0,562.5,618.3,723.5,785.9,876.3,1044.4,1249.0,1372.3,1478.1,1594.2,1656.2,1713.9,1807.7,1831.1,1904.1,1959.9,2042.9,2096.4,2076.5,2122.0,2204.0,2238.4,2292.2,2313.9,2231.5,2340.4,2348.2,2370.3,2301.2,2279.1
"BP_FSU",1.9,2.1,2.3,3.1,3.6,4.4,5.4,9.8,14.3,21.5,28.6,38.2,51.0,52.5,59.6,73.9,87.1,100.3,111.4,143.8,167.4,160.6,188.6,224.4,220.9,211.6,212.7,208.5,207.2,174.8,182.1,205.0,201.7,194.6,204.0,218.3,226.5,236.1,247.6,249.2,249.5,258.0,266.3,265.2
"BP_EMES",0.0,0.0,0.0,0.0,0.7,1.3,1.0,1.1,2.3,4.3,7.6,10.5,9.8,13.9,17.6,19.2,25.5,30.6,41.9,56.5,65.6,63.7,69.6,74.6,70.2,77.4,77.1,74.9,76.4,93.6,99.8,107.2,113.8,115.0,116.5,126.3,136.8,149.7,166.6,174.1,173.0,177.6,183.7,194.3
