title         = ASCII CSV version of Coal consumption data from the 2010 British Petroleum Statistical Review (worksheet 32)
file URL      = http://mazamascience.com/OilExport/BP_2010_coal_consumption_mtoe.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/2010_downloads/Statistical_Review_of_World_Energy_2010.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = million tonnes oil equivalent per year

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
"HK",0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.1,2.7,3.4,3.9,4.9,5.7,6.1,5.5,5.9,6.3,7.3,5.2,5.6,4.2,3.5,4.4,3.9,3.7,4.9,5.4,6.6,6.6,6.7,7.0,7.5,7.0,7.6
"IN",35.5,35.5,36.1,37.3,39.6,37.6,38.1,40.2,39.7,44.8,48.1,50.1,52.5,50.8,54.0,56.7,63.2,63.1,66.2,69.5,72.5,78.0,85.9,91.7,100.0,95.5,101.8,108.2,112.5,115.8,125.0,134.4,135.9,136.1,135.8,144.2,145.2,151.8,156.8,172.3,184.4,195.4,210.3,230.9,245.8
"ID",0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.9,1.4,2.3,2.4,3.6,4.0,4.1,4.1,4.0,4.8,5.7,6.9,8.2,9.3,11.6,13.7,16.7,18.0,17.6,20.2,26.1,24.1,28.4,30.2,30.5
"JP",43.6,45.5,50.9,53.9,58.2,60.2,53.9,50.5,53.7,57.3,54.4,52.5,52.5,46.5,50.4,57.6,63.6,62.0,63.0,69.9,73.7,69.5,69.4,76.2,75.6,76.0,79.0,78.0,79.2,82.0,86.2,88.3,89.8,88.4,91.5,98.9,103.0,106.6,112.2,120.8,121.3,119.1,125.3,128.7,108.8
"MY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.2,0.3,0.3,1.2,1.3,1.3,1.3,1.3,1.1,1.5,1.5,1.6,1.6,1.8,1.9,2.5,3.5,4.2,5.7,6.3,7.3,7.1,5.0,4.0
"NZ",1.6,1.6,1.5,1.4,1.4,1.4,1.3,1.3,1.5,1.5,1.4,1.5,1.4,1.2,1.1,1.2,1.2,1.3,1.5,1.3,0.9,0.9,1.1,1.0,1.1,1.3,1.2,1.3,1.2,1.2,1.2,1.2,1.2,1.1,1.2,1.1,1.3,1.3,1.9,2.0,2.2,2.2,1.6,2.0,1.7
"PK",1.4,1.2,1.1,1.2,1.1,0.9,0.7,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.2,1.3,1.5,1.7,1.8,2.0,2.1,2.0,2.1,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.0,2.1,2.4,2.9,3.8,4.1,4.2,5.1,5.3,4.3
"PH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.5,0.8,1.2,0.9,1.0,1.2,1.1,1.0,1.3,1.1,1.3,1.3,1.4,2.0,2.4,2.7,2.9,4.3,4.5,4.7,4.7,5.0,5.7,5.5,5.9,7.0,6.8
"SG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KR",5.0,5.6,5.3,5.0,5.3,5.6,5.7,5.8,7.4,7.6,8.0,9.0,9.8,9.9,11.8,13.2,15.2,15.4,16.5,19.9,22.0,23.3,23.6,25.2,24.5,24.4,24.5,23.6,25.9,26.7,28.1,32.2,34.8,36.1,38.2,43.0,45.7,49.1,51.1,53.1,54.8,54.8,59.7,66.1,68.6
"TW",3.0,3.0,3.0,3.0,2.8,2.7,2.4,2.3,2.1,2.1,1.9,2.0,2.3,2.6,3.2,3.8,3.5,4.1,5.6,6.7,7.1,8.7,9.6,11.0,11.6,11.0,12.0,14.1,15.5,16.4,16.9,19.2,21.7,23.6,24.8,28.7,30.6,32.7,35.1,36.6,38.1,39.6,41.8,40.2,38.7
"TH",0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.4,0.4,0.5,0.6,0.4,0.8,1.6,1.6,2.1,2.3,2.8,3.7,4.5,4.8,5.4,6.1,7.1,8.7,8.7,7.3,7.9,7.8,8.8,9.2,9.4,10.4,11.2,12.4,14.1,15.3,14.1
"BP_OAP",15.8,16.7,18.3,19.8,21.1,22.6,24.5,25.2,26.6,27.8,28.8,30.1,31.5,32.9,34.5,36.2,36.7,38.8,40.4,41.3,41.3,41.0,39.5,40.1,39.4,37.4,37.0,32.3,29.6,27.3,25.5,22.0,21.8,20.0,22.0,23.7,24.5,23.9,24.4,27.4,28.7,30.9,28.1,28.1,32.1
"BP_TAP",283.0,301.4,254.2,300.4,319.4,340.3,352.4,356.4,373.6,396.2,409.6,424.8,443.5,458.0,501.5,494.0,516.4,537.4,563.8,619.8,666.7,699.6,740.8,793.0,824.9,829.8,867.5,888.7,934.1,977.4,1041.5,1094.3,1076.4,1030.3,1045.8,1087.4,1120.0,1173.8,1330.2,1499.8,1644.0,1773.6,1903.2,2023.4,2151.6
"BP_WORLD",1476.0,1499.3,1436.1,1498.3,1519.9,1527.6,1509.7,1523.2,1573.5,1585.7,1605.2,1675.8,1720.8,1738.5,1829.0,1799.9,1823.7,1851.9,1897.3,1989.0,2070.8,2108.6,2184.3,2249.1,2266.9,2234.0,2207.6,2188.5,2202.3,2214.1,2267.4,2335.9,2315.7,2260.8,2248.9,2337.6,2348.7,2403.1,2595.0,2764.0,2904.0,3039.1,3184.1,3286.4,3278.3
"BP_EU1",508.0,485.9,472.2,479.6,485.4,476.4,453.3,435.3,442.6,436.9,428.1,446.6,449.4,456.4,469.4,476.3,465.5,471.4,472.7,471.2,491.6,489.9,494.4,486.2,482.5,442.6,420.9,390.1,366.0,358.2,354.9,350.4,334.5,323.5,306.1,315.3,315.5,314.0,323.9,318.8,310.1,317.3,316.7,293.8,261.3
"BP_OECD",873.1,867.3,851.5,872.9,883.8,874.2,826.9,816.9,851.5,842.8,830.9,875.6,893.9,884.8,935.9,966.2,983.8,975.6,992.2,1036.4,1071.6,1064.1,1091.3,1116.0,1119.8,1090.4,1068.6,1042.1,1037.5,1038.0,1046.1,1077.0,1083.3,1085.0,1072.6,1123.3,1114.0,1119.5,1149.5,1158.4,1167.8,1167.3,1187.2,1159.2,1036.3
"BP_FSU",328.2,341.5,345.5,340.5,335.5,331.5,339.1,355.1,355.3,355.5,367.8,375.7,382.7,386.9,384.5,337.3,326.6,332.4,328.1,322.6,322.6,330.2,335.6,327.0,312.7,308.0,277.6,265.6,238.7,211.5,192.4,179.0,172.0,163.9,161.3,169.1,166.1,166.0,170.3,167.6,161.1,166.8,166.4,177.2,153.3
"BP_EMES",274.8,290.5,239.1,284.9,300.6,321.9,343.6,351.3,366.6,387.4,406.4,424.5,444.2,466.8,508.5,496.5,513.2,543.9,576.9,630.0,676.7,714.3,757.4,806.1,834.4,835.6,861.4,880.9,926.0,964.6,1028.9,1079.9,1060.3,1011.9,1015.1,1045.2,1068.6,1117.6,1275.2,1438.0,1575.1,1705.1,1830.5,1950.0,2088.7
