title         = ASCII CSV version of CO2 emissions data from the 2010 British Petroleum Statistical Review (worksheet 41)
file URL      = http://mazamascience.com/OilExport/BP_2010_co2_emissions_mtco2.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/2010_downloads/Statistical_Review_of_World_Energy_2010.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = thousand barrels per day

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
"NZ",14.9,15.6,15.5,15.4,16.0,18.0,17.9,19.2,20.8,20.4,19.6,21.3,22.3,20.8,19.6,19.3,19.1,21.1,21.5,22.1,21.6,23.4,24.4,25.1,26.5,28.8,28.6,30.0,29.2,30.4,31.1,32.1,34.3,32.7,34.5,35.1,36.8,36.8,37.8,37.3,38.3,38.9,37.1,38.4,36.2
"PK",20.8,20.7,22.7,25.6,25.4,25.1,23.4,20.0,21.2,22.7,24.2,24.3,26.0,27.3,29.9,33.5,36.3,40.0,42.1,44.8,47.4,51.2,55.5,59.2,63.4,67.0,70.9,73.8,81.8,85.4,90.1,95.5,96.2,99.8,107.1,111.1,112.6,116.2,124.4,136.8,138.3,147.1,156.9,159.3,160.4
"PH",12.9,14.0,15.9,18.1,19.4,22.1,25.6,25.1,29.5,27.7,29.9,30.8,34.0,35.0,36.0,34.0,32.0,30.9,33.7,29.1,27.6,27.7,32.1,35.0,38.0,39.3,39.2,46.5,48.4,50.9,57.2,61.8,67.2,69.3,66.7,67.8,68.8,70.1,72.0,73.8,74.9,68.2,73.0,72.2,71.3
"SG",11.8,13.7,17.2,21.5,21.1,23.1,20.3,25.3,23.7,23.4,22.7,26.8,26.7,27.3,29.4,29.2,33.5,32.7,34.5,36.5,37.0,43.5,45.3,52.4,59.9,71.4,72.7,78.1,85.2,97.2,101.3,96.1,102.6,105.4,100.0,106.4,121.5,119.4,115.5,130.8,139.2,153.3,163.7,174.2,180.2
"KR",23.6,28.1,31.4,35.2,41.5,48.0,51.6,53.4,66.5,68.6,75.4,84.4,97.0,105.7,121.7,126.3,133.6,133.9,141.2,154.7,167.3,179.6,189.4,214.8,228.3,255.0,288.4,325.1,358.0,388.8,421.9,464.7,510.7,460.4,496.0,527.0,541.4,564.5,577.7,592.4,604.6,608.5,641.8,653.5,663.3
"TW",18.9,20.2,22.0,24.2,25.7,28.1,35.0,36.9,43.1,40.4,44.1,54.1,60.4,68.9,71.9,79.5,72.6,72.5,78.4,82.0,82.6,95.0,101.4,117.6,128.7,134.6,140.8,153.8,165.0,177.1,188.1,196.7,214.3,226.4,256.2,278.7,282.4,292.8,313.1,323.9,330.2,338.9,351.7,332.1,320.3
"TH",7.2,8.6,9.7,12.8,13.8,16.1,17.9,22.3,23.6,24.0,25.9,27.3,30.5,34.4,35.5,37.0,36.4,36.0,39.3,43.8,46.7,48.8,58.2,66.6,75.8,88.9,100.8,109.6,124.2,139.2,159.3,176.9,187.0,176.5,186.3,189.9,196.0,210.8,223.6,243.1,257.3,261.2,269.0,273.3,274.4
"BP_OAP",77.1,82.5,90.5,97.7,104.3,111.1,118.2,123.1,129.9,136.7,139.6,145.9,152.2,160.0,169.4,181.5,184.3,192.1,199.7,200.6,201.1,201.0,194.6,196.5,193.3,187.3,184.2,167.1,159.0,152.1,147.6,138.4,139.9,136.3,146.1,157.0,163.2,162.4,167.3,187.2,201.2,210.2,204.6,208.5,229.1
"BP_TAP",1634.7,1775.4,1683.1,1965.2,2171.2,2402.2,2571.1,2680.4,2931.8,3027.8,3082.7,3249.6,3420.3,3565.9,3795.3,3690.7,3738.1,3773.6,3909.9,4219.2,4413.9,4635.2,4855.9,5222.5,5480.4,5648.5,5911.2,6151.6,6445.1,6801.5,7223.4,7575.0,7679.5,7434.6,7664.7,7965.8,8143.4,8469.1,9257.8,10156.0,10833.6,11460.8,12141.9,12706.7,13273.3
"BP_WORLD",11929.5,12496.3,12709.1,13554.8,14312.3,15056.8,15508.7,16228.7,17146.2,17128.3,17091.9,18064.5,18611.2,19129.2,19810.6,19310.2,19114.2,18947.4,19108.0,19903.9,20314.0,20771.3,21413.6,22131.6,22535.9,22673.7,22644.1,22707.7,22767.0,23019.4,23523.1,24262.8,24441.8,24348.7,24636.5,25300.2,25500.3,25949.9,27105.4,28379.5,29270.5,30054.5,31022.6,31551.6,31129.9
"BP_EU1",3323.1,3364.9,3438.8,3639.5,3894.9,4098.7,4147.5,4276.5,4503.9,4389.4,4291.9,4554.4,4557.2,4680.1,4814.8,4683.7,4481.7,4379.4,4333.4,4369.3,4501.0,4559.7,4610.1,4586.6,4604.4,4478.8,4424.9,4293.4,4208.9,4179.1,4252.4,4360.6,4295.1,4320.0,4270.9,4319.5,4364.6,4346.4,4440.6,4481.5,4485.1,4510.2,4443.9,4358.0,4065.9
"BP_OECD",7989.1,8307.2,8582.0,9132.3,9701.2,10185.6,10341.9,10771.6,11380.5,11087.2,10780.4,11409.1,11630.7,11806.2,12118.0,11758.4,11448.3,11020.4,10955.2,11386.9,11444.9,11531.2,11820.3,12182.3,12372.2,12354.9,12353.0,12449.4,12542.6,12768.4,12964.3,13410.1,13555.1,13590.2,13715.9,14061.6,13987.1,14052.3,14316.9,14527.7,14628.5,14597.8,14737.4,14453.4,13523.6
"BP_FSU",2066.2,2184.4,2278.0,2322.0,2365.1,2454.1,2566.6,2719.8,2824.9,2949.0,3092.1,3207.1,3320.8,3437.1,3493.2,3389.5,3404.6,3483.2,3511.7,3575.9,3671.8,3742.3,3826.1,3840.6,3807.3,3854.9,3686.2,3414.5,3049.4,2724.7,2541.0,2429.6,2321.5,2292.0,2286.1,2309.2,2333.4,2342.9,2405.2,2427.9,2423.6,2490.6,2521.4,2570.1,2353.8
"BP_EMES",1874.2,2004.7,1849.1,2100.5,2245.9,2417.1,2600.2,2737.3,2940.8,3092.2,3219.4,3448.2,3659.6,3885.9,4199.4,4162.3,4261.3,4443.9,4641.2,4941.1,5197.3,5497.8,5767.3,6108.6,6356.5,6463.9,6604.8,6843.8,7175.0,7526.3,8017.8,8423.1,8565.2,8466.5,8634.5,8929.3,9179.8,9554.6,10383.3,11423.9,12218.3,12966.1,13763.8,14528.1,15252.5
