title         = ASCII CSV version of Natural Gas production data from the 2008 British Petroleum Statistical Review (worksheet 20)
file URL      = http://mazamascience.com/OilExport/BP_2008_GasProduction.csv
original data = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/downloads/spreadsheets/statistical_review_full_report_workbook_2008.xls
country codes = ISO3166-1 two-letter codes or 'BP_~~~' for special groups (e.g. BP_TNA = Total North America)
units         = billion cubic feet daily

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
"BP_OSCA",NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.5,0.5,0.6
"BP_TSCA",NA,NA,NA,NA,NA,1.7,1.8,1.9,2.1,2.3,2.3,2.5,2.8,2.9,3.0,3.3,3.4,3.7,4.1,4.3,4.4,4.8,4.8,5.3,5.5,5.7,5.9,5.9,6.3,6.6,7.1,7.9,8.0,8.6,8.8,9.6,10.1,10.2,11.3,12.7,13.4,14.2,14.6
"AZ",NA,NA,NA,NA,NA,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",1.3,1.2,1.1,1.1,1.0,0.9,0.8,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.6,1.0
"DK",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1.0,1.0,0.9
"DE",NA,NA,NA,NA,NA,1.1,1.3,1.6,1.8,1.9,1.7,1.8,1.8,2.0,2.0,1.8,1.9,1.7,1.8,1.9,1.7,1.6,1.8,1.6,1.5,1.5,1.4,1.4,1.4,1.5,1.6,1.7,1.7,1.6,1.7,1.6,1.6,1.6,1.7,1.6,1.5,1.5,1.4
"IT",NA,NA,NA,NA,NA,1.2,1.2,1.3,1.4,1.4,1.3,1.4,1.2,1.2,1.2,1.1,1.2,1.3,1.1,1.2,1.2,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.7,1.8,1.8,1.8,1.7,1.7,1.5,1.5,1.4,1.3,1.2,1.1,1.1,1.0,0.9
"KZ",NA,NA,NA,NA,NA,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.4,0.5,0.6,0.7,0.7,0.9,1.0,1.0,1.0,1.3,2.0,2.3,2.4,2.6
"NL",NA,NA,NA,NA,NA,2.6,3.6,4.7,5.8,6.8,7.4,7.9,7.9,7.2,7.6,7.4,7.3,6.3,6.6,6.6,6.9,6.0,6.0,5.3,5.8,5.9,6.7,6.7,6.8,6.4,6.5,7.3,6.5,6.2,5.7,5.5,6.0,5.8,5.6,6.6,6.1,6.3,6.2
"NO",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.4,2.0,2.4,2.4,2.3,2.3,2.5,2.5,2.5,2.7,2.7,2.8,2.5,2.4,2.5,2.4,2.6,2.7,3.6,4.2,4.3,4.7,4.8,5.2,6.3,7.1,7.6,8.2,8.5,8.7
"PL",NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
"RO",NA,NA,NA,NA,NA,2.3,2.4,2.5,2.6,2.7,2.9,3.2,3.4,3.4,3.3,3.4,3.5,3.6,3.5,3.5,3.4,3.4,3.2,3.2,2.8,2.7,2.4,2.1,2.0,1.8,1.7,1.7,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.1
"RU",NA,NA,NA,NA,NA,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",41.7,45.4,49.1,53.1,55.6,57.9,58.0,57.6,55.8,54.8,53.7,54.1,51.5,53.3,53.3,52.6,52.5,53.7,56.0,57.0,57.9,59.2,58.8
"TM",NA,NA,NA,NA,NA,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",7.5,7.6,8.0,7.9,8.1,7.9,7.6,5.4,5.9,3.2,2.9,3.2,1.6,1.2,2.1,4.2,4.6,4.8,5.3,5.2,5.7,6.0,6.5
"UA",NA,NA,NA,NA,NA,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",3.9,3.6,3.2,2.9,2.8,2.5,2.2,1.9,1.7,1.6,1.6,1.7,1.7,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.9,1.8,1.8
"GB",NA,NA,NA,NA,NA,1.0,1.7,2.4,2.6,3.2,3.3,3.5,3.7,3.5,3.5,3.4,3.4,3.4,3.5,3.4,3.8,4.0,4.2,4.1,4.0,4.4,4.9,5.0,5.9,6.3,6.9,8.1,8.3,8.7,9.6,10.5,10.2,10.0,10.0,9.3,8.5,7.7,7.0
"UZ",NA,NA,NA,NA,NA,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",3.1,3.5,3.6,3.6,3.7,3.7,3.8,3.9,4.1,4.3,4.4,4.4,4.6,4.9,5.0,5.1,5.2,5.2,5.2,5.4,5.3,5.4,5.7
"BP_OEE",NA,NA,NA,NA,NA,19.3,20.6,21.4,23.0,25.2,27.8,30.6,33.0,35.5,38.5,41.0,43.7,47.0,50.0,54.6,1.9,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.4,1.3,1.2,1.1,1.1,1.1,1.1,1.0,1.1,1.0,1.1,1.1
"BP_TEE",NA,NA,NA,NA,NA,27.8,31.3,34.4,37.6,41.6,44.9,48.9,51.9,54.8,58.7,60.9,63.8,65.9,69.3,74.2,80.0,83.2,87.4,89.9,92.6,94.2,94.7,91.7,91.2,87.6,87.3,91.0,86.8,88.4,90.3,92.5,93.5,95.6,99.0,101.8,102.6,104.1,104.1
"BH",NA,NA,NA,NA,NA,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1.0,1.1,1.1
"IR",NA,NA,NA,NA,NA,1.2,1.4,1.6,1.7,2.0,2.0,1.9,1.8,1.6,1.7,0.7,0.6,0.7,1.1,1.3,1.4,1.5,1.5,1.9,2.1,2.2,2.5,2.4,2.6,3.1,3.4,3.8,4.5,4.8,5.5,5.8,6.4,7.3,7.9,8.9,9.8,10.5,10.8
"KW",NA,NA,NA,NA,NA,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.5,0.7,0.8,0.4,0.0,0.3,0.5,0.6,0.9,0.9,0.9,0.9,0.8,0.9,0.8,0.8,0.9,1.1,1.2,1.2,1.2
"OM",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.8,1.4,1.5,1.6,1.8,1.9,2.3,2.3
"QA",NA,NA,NA,NA,NA,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.4,0.5,0.4,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.7,1.2,1.3,1.3,1.3,1.3,1.7,1.9,2.1,2.3,2.6,2.9,3.0,3.8,4.4,4.9,5.8
"SA",NA,NA,NA,NA,NA,0.2,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.9,1.1,1.2,1.1,1.8,1.8,2.4,2.6,2.8,2.9,3.2,3.4,3.7,3.9,4.1,4.2,4.3,4.4,4.5,4.5,4.8,5.2,5.5,5.8,6.3,6.9,7.1,7.3
"SY",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5
"AE",NA,NA,NA,NA,NA,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.4,0.6,0.6,0.7,0.9,0.9,0.8,1.1,1.3,1.5,1.6,1.7,2.0,1.9,2.3,2.1,2.2,2.5,3.0,3.3,3.5,3.6,3.7,3.7,3.8,4.2,4.3,4.5,4.5,4.6,4.8
"BP_OME",NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.5,0.6,0.4,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.4,0.5,0.5
"BP_TME",NA,NA,NA,NA,NA,1.9,2.1,2.4,2.7,3.1,3.2,3.3,3.5,3.8,4.5,3.6,3.8,4.1,4.4,5.7,6.2,7.4,7.9,9.0,9.9,9.8,10.1,11.0,11.9,13.0,14.4,15.2,17.0,17.8,18.7,20.0,21.8,23.7,25.1,28.1,30.7,32.8,34.4
"DZ",NA,NA,NA,NA,NA,0.2,0.3,0.3,0.4,0.5,0.6,0.8,0.7,1.2,1.9,1.4,1.6,2.1,3.1,3.0,3.3,3.5,4.0,4.2,4.5,4.8,5.1,5.3,5.4,5.0,5.7,6.0,6.9,7.4,8.3,8.1,7.6,7.8,8.0,7.9,8.5,8.2,8.0
"EG",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.8,1.0,1.0,1.1,1.1,1.1,1.2,1.4,1.8,2.1,2.2,2.4,2.6,3.4,4.3,4.5
"LY",NA,NA,NA,NA,NA,0.0,0.1,0.3,0.4,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.4,0.5,0.5,0.4,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6,1.1,1.4,1.5
"NG",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.5,0.6,1.2,1.4,1.4,1.9,2.2,2.2,2.8,3.4
"BP_OAF",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1.0
"BP_TAF",NA,NA,NA,NA,NA,0.3,0.4,0.7,0.9,0.9,1.1,1.3,1.4,1.8,2.6,2.2,2.5,3.0,4.0,4.1,4.5,4.9,5.3,5.6,6.2,6.5,7.0,7.3,7.7,7.3,8.1,8.6,9.6,10.1,11.3,12.2,12.3,12.6,13.5,14.1,16.0,17.6,18.4
"AU",NA,NA,NA,NA,NA,0.2,0.3,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.9,1.1,1.2,1.1,1.2,1.2,1.3,1.4,1.5,1.5,1.7,2.0,2.1,2.3,2.4,2.7,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.2,3.2,3.4,3.6,3.8,3.9
"BD",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.6
"BN",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.2,0.4,0.5,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,0.9,0.8,0.9,0.9,0.9,1.0,1.0,1.1,1.1,1.1,1.0,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2
"CN",NA,NA,NA,NA,NA,0.3,0.4,0.5,0.6,0.7,0.9,1.0,1.2,1.3,1.4,1.4,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.5,1.5,1.5,1.5,1.6,1.7,1.7,1.9,2.2,2.3,2.4,2.6,2.9,3.2,3.4,4.0,4.8,5.7,6.7
"IN",NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.3,0.4,0.4,0.6,0.7,0.8,1.0,1.2,1.3,1.4,1.5,1.6,1.8,2.0,2.2,2.4,2.4,2.5,2.6,2.7,2.9,2.8,2.9,2.8,2.9
"ID",NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.5,1.1,1.5,1.8,1.8,1.8,2.1,2.8,3.1,3.3,3.5,3.8,4.0,4.2,4.7,4.9,5.1,5.8,5.9,6.2,6.4,6.2,6.8,6.3,6.2,6.8,7.0,7.0,6.6,6.7,6.5
"MY",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.4,1.5,1.6,1.7,1.7,2.0,2.2,2.4,2.5,2.8,3.2,3.7,3.7,4.0,4.4,4.5,4.7,5.0,5.2,5.8,5.8,5.9
"MM",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.3,0.7,0.8,0.9,1.0,1.3,1.3,1.4
"NZ",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.6,0.5,0.4,0.4,0.3,0.4,0.4
"PK",NA,NA,NA,NA,NA,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.8,0.9,0.9,0.9,1.0,1.0,1.1,1.1,1.2,1.3,1.4,1.5,1.5,1.7,1.7,1.8,1.9,1.9,1.9,2.1,2.2,2.3,2.2,2.4,2.6,2.9,3.0,3.0
"TH",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.3,0.3,0.5,0.6,0.6,0.6,0.8,0.8,0.9,1.0,1.1,1.3,1.6,1.7,1.9,2.0,1.9,2.0,2.1,2.2,2.3,2.4,2.5
"VN",NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.4,0.7,0.7,0.7
"BP_OAP",NA,NA,NA,NA,NA,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.6,0.7,1.0,1.3
"BP_TAP",NA,NA,NA,NA,NA,1.5,1.8,2.1,2.5,3.0,3.5,4.0,4.9,5.6,6.4,6.9,7.0,7.3,7.9,9.5,10.6,11.6,12.4,13.3,13.9,14.8,16.0,17.1,18.1,19.7,20.7,22.2,23.7,24.0,25.6,26.5,27.5,29.0,30.7,32.1,34.4,36.2,37.9
"BP_WORLD",NA,NA,NA,NA,NA,97.5,103.8,108.6,114.0,116.1,116.5,120.9,126.1,130.4,139.3,139.9,142.9,143.1,143.6,155.9,161.5,166.0,174.3,181.9,188.3,192.8,195.8,196.4,200.6,202.8,206.6,215.2,216.3,221.2,227.1,234.2,240.3,244.6,253.4,260.9,268.5,277.9,284.5
"BP_EU1",NA,NA,NA,NA,NA,9.8,12.0,14.3,16.1,17.9,18.6,19.8,20.1,19.6,19.7,19.0,19.2,18.1,18.4,18.6,19.1,18.4,18.7,17.6,17.7,17.9,18.8,18.7,19.8,19.8,20.4,22.6,21.7,21.5,21.8,22.3,22.5,22.0,21.7,22.0,20.5,19.8,18.6
"BP_OECD",NA,NA,NA,NA,NA,72.2,76.4,79.6,82.4,81.2,77.9,78.5,79.9,80.3,83.7,82.5,82.0,77.6,72.8,77.4,76.0,73.8,76.7,78.0,80.1,82.1,83.8,85.4,88.7,92.6,93.9,98.3,99.2,100.3,101.2,103.1,105.5,104.5,105.1,104.5,103.2,104.6,105.8
"BP_FSU",NA,NA,NA,NA,NA,17.9,19.2,19.9,21.3,23.5,26.1,28.9,31.2,33.6,36.7,39.2,42.0,45.2,48.3,52.9,58.0,61.9,65.6,69.3,71.8,73.6,73.2,70.3,68.7,64.9,63.8,64.6,60.7,62.4,63.5,65.1,65.5,66.9,70.0,72.0,73.5,75.5,76.5
"BP_EMES",NA,NA,NA,NA,NA,7.5,8.2,9.1,10.3,11.4,12.4,13.6,15.0,16.6,18.8,18.2,18.9,20.3,22.5,25.7,27.4,30.3,31.9,34.6,36.3,37.1,38.8,40.7,43.2,45.3,48.9,52.3,56.4,58.5,62.4,66.0,69.3,73.2,78.3,84.4,91.8,97.9,102.2
