title            = ASCII CSV version of crude prices from the 2008 British Petroleum Statistical Review (worksheet 10, years 1965-2007 only)
file URL         = http://mazamascience.com/OilExport/BP_2008_oil_crude_prices_since_1861.csv
original data    = http://www.bp.com/liveassets/bp_internet/globalbp/globalbp_uk_english/reports_and_publications/statistical_energy_review_2008/STAGING/local_assets/downloads/spreadsheets/statistical_review_full_report_workbook_2008.xls
nominal_dollars  = money of the day
current_dollars  = 2007 dollars

"YEAR",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
"nominal_dollars",1.80,1.80,1.80,1.80,1.80,1.80,2.24,2.48,3.29,11.58,11.53,12.80,13.92,14.02,31.61,36.83,35.93,32.97,29.55,28.78,27.56,14.43,18.44,14.92,18.23,23.73,20.00,19.32,16.97,15.82,17.02,20.67,19.09,12.72,17.97,28.50,24.44,25.02,28.83,38.27,54.52,65.14,72.39
"current_dollars",11.89,11.53,11.23,10.78,10.23,9.65,11.53,12.36,15.42,48.92,44.64,46.84,47.83,44.77,90.68,93.08,82.25,71.08,61.73,56.14,53.21,27.22,33.64,26.24,30.47,37.82,30.57,28.65,24.52,22.37,23.40,27.54,24.97,16.69,22.74,34.92,29.03,29.06,32.51,42.02,57.90,67.03,72.39
